year,college_code,college_name,branch_code,branch_name,district,college_type,category,cutoff,category_display
2024,4955,"Francis Xavier Engineering College (Autonomous), 103 G2, By Pass Road, Vannarpettai, Tirunelveli-627003.",AD,Artificial Intelligence and Data Science,Tirunelveli,Private,OC,162.5,OC
2024,4955,"Francis Xavier Engineering College (Autonomous), 103 G2, By Pass Road, Vannarpettai, Tirunelveli-627003.",CS,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Private,OC,135.0,OC
2024,4957,"Jayaraj Annapackiam CSI College of Engineering, Margoschis Nagar, Nazareth, Thoothukudi District-628617.",CS,COMPUTER SCIENCE AND ENGINEERING,Thoothukudi,Private,OC,128.5,OC
2024,4957,"Jayaraj Annapackiam CSI College of Engineering, Margoschis Nagar, Nazareth, Thoothukudi District-628617.",ME,MECHANICAL ENGINEERING,Thoothukudi,Private,OC,114.0,OC
2024,4959,"Kamaraj College of Engineering and Technology (Autonomous), S.P.G.C.Nagar Post Box12, K.Vellakulam, Virudhunagar-626001.",IT,INFORMATION TECHNOLOGY,Virudhunagar,Private,OC,127.5,OC
2024,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Virudhunagar,Private,OC,159.0,OC
2024,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Virudhunagar,Private,OC,169.5,OC
2024,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",IT,INFORMATION TECHNOLOGY,Virudhunagar,Private,OC,132.5,OC
2024,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",ME,MECHANICAL ENGINEERING,Virudhunagar,Private,OC,140.5,OC
2024,4961,"Nellai College of Engineering , Maruthakulam P.O, Nanguneri Taluk, Tirunelveli-627151.",ME,MECHANICAL ENGINEERING,Tirunelveli,Private,OC,131.5,OC
2024,4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,AE,AERONAUTICAL ENGINEERING,Tirunelveli,Private,OC,135.0,OC
2024,4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,CS,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Private,OC,143.5,OC
2024,4965,"P.S.R. Engineering College (Autonomous), Appayanaickenpatty, Sevalpatty, Sivakasi, Virudhunagar District -626140.",CS,COMPUTER SCIENCE AND ENGINEERING,Virudhunagar,Private,OC,114.5,OC
2024,4965,"P.S.R. Engineering College (Autonomous), Appayanaickenpatty, Sevalpatty, Sivakasi, Virudhunagar District -626140.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Virudhunagar,Private,OC,166.5,OC
2024,4966,"PET Engineering College, Thiruchendur Road, Vallioor, Tirunelveli -627117.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Tirunelveli,Private,OC,142.0,OC
2024,4969,"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli- 627414.",CS,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Private,OC,152.0,OC
2024,4969,"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli- 627414.",ME,MECHANICAL ENGINEERING,Tirunelveli,Private,OC,108.5,OC
2024,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",CS,COMPUTER SCIENCE AND ENGINEERING,Kanyakumari,Private,OC,148.5,OC
2024,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",IT,INFORMATION TECHNOLOGY,Kanyakumari,Private,OC,132.5,OC
2024,4974,Government College of Engineering Tirunelveli District 627007,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Lege Of Engineering Tirunelveli,Government,OC,169.5,OC
2024,4974,Government College of Engineering Tirunelveli District 627007,ME,MECHANICAL ENGINEERING,Lege Of Engineering Tirunelveli,Government,OC,154.0,OC
2024,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",CS,COMPUTER SCIENCE AND ENGINEERING,Thoothukudi,Private,OC,130.0,OC
2024,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH- 7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District- 628851.",CS,COMPUTER SCIENCE AND ENGINEERING,Thoothukudi,Private,OC,118.0,OC
2024,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH- 7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District- 628851.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Thoothukudi,Private,OC,156.0,OC
2024,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",CS,COMPUTER SCIENCE AND ENGINEERING,Kanyakumari,Private,OC,120.0,OC
2024,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",CE,CIVIL ENGINEERING,Kanyakumarai,Private,OC,160.833,OC
2024,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",CE,CIVIL ENGINEERING,Tirunelveli,Private,OC,111.0,OC
2024,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",CS,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Private,OC,112.0,OC
2024,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirunelveli,Private,OC,145.5,OC
2024,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",AD,Artificial Intelligence and Data Science,Kanyakumari,Private,OC,137.0,OC
2024,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Kanyakumari,Private,OC,132.5,OC
2024,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",ME,MECHANICAL ENGINEERING,Kanyakumari,Private,OC,109.0,OC
2024,4984,"Marthandam College of Engineering and Technology, P.M.Village Road,Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",AD,Artificial Intelligence and Data Science,Kanyakumari,Private,OC,107.5,OC
2024,4984,"Marthandam College of Engineering and Technology, P.M.Village Road,Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",ME,MECHANICAL ENGINEERING,Kanyakumari,Private,OC,136.0,OC
2024,4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",ME,MECHANICAL ENGINEERING,Kanyakumari,Private,OC,142.0,OC
2024,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",AD,Artificial Intelligence and Data Science,Tirunelveli,Private,OC,144.0,OC
2024,4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",ME,MECHANICAL ENGINEERING,Tirunelveli,Private,OC,155.0,OC
2024,4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Kanyakumari,Private,OC,116.0,OC
2024,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District- 627852.",CS,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Private,OC,149.5,OC
2024,4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District- 627852.",IT,INFORMATION TECHNOLOGY,Tirunelveli,Private,OC,130.0,OC
2024,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",CE,CIVIL ENGINEERING,Tirunelveli,Private,OC,146.0,OC
2024,4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",ME,MECHANICAL ENGINEERING,Kanyakumari,Private,OC,155.0,OC
2024,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CE,CIVIL ENGINEERING,Tirupparankundram Madurai,Private,OC,164.5,OC
2024,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),Tirupparankundram Madurai,Private,OC,174.5,OC
2024,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),Tirupparankundram Madurai,Private,OC,173.5,OC
2024,5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MG,MECHATRONICS (SS),Tirupparankundram Madurai,Private,OC,170.5,OC
2024,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CE,CIVIL ENGINEERING,Nathapuram Bodinayakkanur Theni,Government,OC,156.5,OC
2024,5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,ME,MECHANICAL ENGINEERING,Nathapuram Bodinayakkanur Theni,Government,OC,174.0,OC
2024,5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,CE,CIVIL ENGINEERING,L Highway Keelakuilkudi Madurai,Government,OC,140.5,OC
2024,5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,L Highway Keelakuilkudi Madurai,Government,OC,163.5,OC
2024,5022,University College of Engineering Dindigul Mangarai Pirivu Reddiyarchathiram Dindigul District 624622,CE,CIVIL ENGINEERING,Rivu Reddiyarchathiram Dindigul,Private,OC,179.5,OC
2024,5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",CS,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Private,OC,126.0,OC
2024,5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Dindigul,Private,OC,143.5,OC
2024,5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Madurai,Private,OC,103.5,OC
2024,5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul- 624619.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Dindigul,Private,OC,133.0,OC
2024,5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",CS,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Private,OC,121.0,OC
2024,5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Dindigul,Private,OC,128.0,OC
2024,5862,"R V S Educational Trust's Group of Institutions, RVS Nagar, N.Paraipatti Post, Dindigul-624005.",AG,AGRICULTURE ENGINEERING,Dindigul,Private,OC,106.0,OC
2024,5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni - 625531.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Theni,Private,OC,158.0,OC
2024,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Karaikudi Sivagangai,Government,OC,166.0,OC
2024,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Karaikudi Sivagangai,Government,OC,184.0,OC
2024,5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,ME,MECHANICAL ENGINEERING,Karaikudi Sivagangai,Government,OC,160.0,OC
2024,5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Theni,Private,OC,109.5,OC
2024,5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",ME,MECHANICAL ENGINEERING,Theni,Private,OC,137.0,OC
2024,5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ME,MECHANICAL ENGINEERING,Sivagangai,Private,OC,107.5,OC
2024,5907,"Mohamed Sathak Engineering College, Sathak Nagar, East Coast Road, Pudhu Mayakulam, Kilakarai, Ramanathapuram District-623806.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Ramanathapuram,Private,OC,135.0,OC
2024,5907,"Mohamed Sathak Engineering College, Sathak Nagar, East Coast Road, Pudhu Mayakulam, Kilakarai, Ramanathapuram District-623806.",IT,INFORMATION TECHNOLOGY,Ramanathapuram,Private,OC,147.5,OC
2024,5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",CS,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Private,OC,132.5,OC
2024,5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",IT,INFORMATION TECHNOLOGY,Dindigul,Private,OC,151.5,OC
2024,5912,"Pandian Saraswathi Yadav Engineering College, Arasanoor Village, Thirumansolai Post, Sivaganagi District-630561.",ME,MECHANICAL ENGINEERING,Sivaganagi,Private,OC,130.0,OC
2024,5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",CH,CHEMICAL ENGINEERING,Dindigul,Private,OC,124.0,OC
2024,5913,"R.V.S. College of Engineering, RVS Nagar, Karur Road, N.Paraipatti Post, Dindigul-624005.",CS,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Private,OC,133.0,OC
2024,5914,"Solamalai College of Engineering , S.V Raja Nagar, Veerapanjan, Madurai-625020.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Madurai,Private,OC,133.5,OC
2024,5915,"SACS M.A.V.M.M. Engineering College, 446, Melur - Alagarkoil Road, Kidaripatti (PO), Alagarkoil Via, Melur Taluk, Madurai-625301.",CE,CIVIL ENGINEERING,Madurai,Private,OC,123.5,OC
2024,5919,"St. Michael College of Engineering and Technology, St. Santhiagaper Nagar, Kalayarkoil, Sivaganga District-630551.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Sivaganga,Private,OC,106.0,OC
2024,5930,"SBM College of Engineering and Technology, SBM Nagar, Thamaraipadi(PO), Trichy Road, Dindigul-624005.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Tiruchirappalli,Private,OC,141.5,OC
2024,5930,"SBM College of Engineering and Technology, SBM Nagar, Thamaraipadi(PO), Trichy Road, Dindigul-624005.",ME,MECHANICAL ENGINEERING,Tiruchirappalli,Private,OC,162.5,OC
2024,5935,"Fatima Michael College of Engineering and Technology, Senkottai Village, Kalimangalam Panchayat,Sivaganga Main Road, Madurai- 625020.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Madurai,Private,OC,136.0,OC
2024,5942,"Ultra College of Engineering and Technology , 69/1, Ultra Nagar, Kodikulam I Bit, Madurai - Chennai Highway, Madurai-625104.",ME,MECHANICAL ENGINEERING,Chennai,Private,OC,111.5,OC
2024,5988,"Theni Kammavar Sangam College of Technology, Theni Main road, Koduvilarpatti (PO), Veerapandi(Via), Theni District-625534.",ME,MECHANICAL ENGINEERING,Theni,Private,OC,126.0,OC
2024,5990,"Latha Mathavan Engineering College, Latha Mathavan Nagar, Kidaripatti, Melur Taluk, Madurai-625301.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Madurai,Private,OC,119.5,OC
2024,5990,"Latha Mathavan Engineering College, Latha Mathavan Nagar, Kidaripatti, Melur Taluk, Madurai-625301.",ME,MECHANICAL ENGINEERING,Madurai,Private,OC,126.0,OC
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,COMPUTER SCIENCE AND ENGINEERING (SS),Chennai,Government,BC,199.0,BC
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Chennai,Government,BC,188.0,BC
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Government,BC,183.5,BC
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,INFORMATION TECHNOLOGY (SS),Chennai,Government,BC,168.0,BC
2022,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,MECHANICAL ENGINEERING,Chennai,Government,BC,190.0,BC
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,CERAMIC TECHNOLOGY (SS),Chennai,Government,BC,194.5,BC
2022,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),Chennai,Government,BC,112.0,BC
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,COMPUTER SCIENCE AND ENGINEERING (SS),Chengalpattu,Government,BC,167.5,BC
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,COMPUTER SCIENCE AND ENGINEERING,Chengalpattu,Government,BC,191.5,BC
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,INFORMATION TECHNOLOGY (SS),Chengalpattu,Government,BC,166.0,BC
2022,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RA,ROBOTICS AND AUTOMATION (SS),Chengalpattu,Government,BC,177.0,BC
2022,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,COMPUTER SCIENCE AND ENGINEERING,Cuddalore,Private,BC,108.5,BC
2022,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,MECHANICAL ENGINEERING,Cuddalore,Private,BC,124.0,BC
2022,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Thiruvannamalai,Private,BC,107.5,BC
2022,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Kancheepuram,Private,BC,132.0,BC
2022,1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH Road, Thiruvallur District 631204",FD,FOOD TECHNOLOGY,Thiruvallur,Private,BC,106.5,BC
2022,1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Thiruvallur,Private,BC,127.5,BC
2022,1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",ME,MECHANICAL ENGINEERING,Chennai,Private,BC,123.0,BC
2022,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,Kancheepuram,Private,BC,169.1,BC
2022,1226,"P T Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kancheepuram District 631 502",CS,COMPUTER SCIENCE AND ENGINEERING,Kancheepuram,Private,BC,103.5,BC
2022,1311,"K C G College of Technology, Karappakkam, Chennai 600096",IT,INFORMATION TECHNOLOGY,Chennai,Private,BC,150.5,BC
2022,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",CS,COMPUTER SCIENCE AND ENGINEERING,Chengalpattu,Private,BC,173.5,BC
2022,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",IT,INFORMATION TECHNOLOGY,Chengalpattu,Private,BC,172.5,BC
2022,1321,"Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET), Guindy, Chennai 600032",PA,PLASTIC TECHNOLOGY,Chennai,Private,BC,123.0,BC
2022,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Kancheepuram,Government,BC,153.0,BC
2022,1441,"A K T Memorial College of Engineering and Technology, Neelamangalam Village, Kallakurichi District 606202",ME,MECHANICAL ENGINEERING,Kallakurichi,Private,BC,115.5,BC
2022,1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Villupuram,Private,BC,127.0,BC
2022,1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",CS,COMPUTER SCIENCE AND ENGINEERING,Thiruppattur,Private,BC,113.5,BC
2022,1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",CS,COMPUTER SCIENCE AND ENGINEERING,Thiruppathur,Private,BC,103.5,BC
2022,1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",CS,COMPUTER SCIENCE AND ENGINEERING,Ranipet,Private,BC,112.0,BC
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CE,CIVIL ENGINEERING,Coimbatore,Government,BC,165.0,BC
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IB,INDUSTRIAL BIO TECHNOLOGY,Coimbatore,Government,BC,146.5,BC
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,INFORMATION TECHNOLOGY,Coimbatore,Government,BC,185.0,BC
2022,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ME,MECHANICAL ENGINEERING,Coimbatore,Government,BC,173.5,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,AUTOMOBILE ENGINEERING (SS),Coimbatore,Private,BC,176.5,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),Coimbatore,Private,BC,161.5,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),Coimbatore,Private,BC,199.0,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Private,BC,190.0,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,INFORMATION TECHNOLOGY (SS),Coimbatore,Private,BC,193.0,BC
2022,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,TEXTILE TECHNOLOGY,Coimbatore,Private,BC,151.0,BC
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),Coimbatore,Private,BC,190.0,BC
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),Coimbatore,Private,BC,180.5,BC
2022,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,MECHANICAL ENGINEERING,Coimbatore,Private,BC,172.5,BC
2022,2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",ME,MECHANICAL ENGINEERING,Namakkal,Private,BC,109.0,BC
2022,2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",ME,MECHANICAL ENGINEERING,Salem,Private,BC,119.0,BC
2022,2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",IT,INFORMATION TECHNOLOGY,Salem,Private,BC,108.5,BC
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Dharmapuri,Government,BC,133.5,BC
2022,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",ME,MECHANICAL ENGINEERING,Dharmapuri,Government,BC,130.0,BC
2022,2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,Coimbatore,Private,BC,168.5,BC
2022,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",ME,MECHANICAL ENGINEERING,Krishnagiri,Government,BC,132.5,BC
2022,2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",IT,INFORMATION TECHNOLOGY,Karur,Private,BC,132.5,BC
2022,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",CS,COMPUTER SCIENCE AND ENGINEERING,Namakkal,Private,BC,137.0,BC
2022,2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Namakkal,Private,BC,113.5,BC
2022,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Namakkal,Private,BC,102.5,BC
2022,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Namakkal,Private,BC,102.5,BC
2022,2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Namakkal,Private,BC,109.5,BC
2022,2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",ME,MECHANICAL ENGINEERING,Namakkal,Private,BC,114.0,BC
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CE,CIVIL ENGINEERING,Salem,Government,BC,132.0,BC
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Salem,Government,BC,175.5,BC
2022,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ME,MECHANICAL ENGINEERING,Salem,Government,BC,103.0,BC
2022,2617,"Sengunthar Engineering College (Autonomous), Tiruchengode, Namakkal District 637205",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Namakkal,Private,BC,105.5,BC
