year,college_code,college_name,branch_code,branch_name,district,college_type,category,cutoff,category_display
2022,5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Dindigul,Private,OC,139.0,OC
2022,5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul District 624002",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Dindigul,Private,OC,158.35,OC
2022,5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District 630307",CE,CIVIL ENGINEERING,Sivagangai,Private,OC,113.0,OC
2022,5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai District 625402",ME,MECHANICAL ENGINEERING,Madurai,Private,OC,111.0,OC
2022,5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",ME,MECHANICAL ENGINEERING,Dindigul,Private,OC,117.5,OC
2022,5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624401",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Dindigul,Private,OC,108.5,OC
2022,5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624401",ME,MECHANICAL ENGINEERING,Dindigul,Private,OC,110.0,OC
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Sivagangai,Government,OC,162.5,OC
2022,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",ME,MECHANICAL ENGINEERING,Sivagangai,Government,OC,172.5,OC
2022,5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District 625536",IT,INFORMATION TECHNOLOGY,Theni,Private,OC,127.5,OC
2022,5907,"Mohamed Sathak Engineering College, Kilakarai, Ramanathapuram District 623806",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Ramanathapuram,Private,OC,117.0,OC
2022,5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",CS,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Private,OC,144.5,OC
2022,5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",CE,CIVIL ENGINEERING,Dindigul,Private,OC,124.5,OC
2022,5913,"R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",PD,PETRO CHEMICAL ENGINEERING,Dindigul,Private,OC,129.5,OC
2022,5914,"Solamalai College of Engineering, Veerapanjan, Madurai District 625020",CS,COMPUTER SCIENCE AND ENGINEERING,Madurai,Private,OC,143.0,OC
2022,5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625301",CE,CIVIL ENGINEERING,Madurai,Private,OC,128.5,OC
2022,5919,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai District 630551",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Sivagangai,Private,OC,140.5,OC
2022,5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",CE,CIVIL ENGINEERING,Dindigul,Private,OC,102.5,OC
2022,5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Dindigul,Private,OC,133.0,OC
2022,5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",ME,MECHANICAL ENGINEERING,Dindigul,Private,OC,169.03,OC
2022,5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",AU,AUTOMOBILE ENGINEERING,Madurai,Private,OC,102.0,OC
2022,5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main Road, Madurai District 625020",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Madurai,Private,OC,113.5,OC
2022,5942,"Ultra College of Engineering and Technology, Kodikulam, 1 Bit Village, Madurai-Chennai Highway, Madurai District 625104",CE,CIVIL ENGINEERING,Madurai,Private,OC,119.0,OC
2022,5986,"Velammal College of Engineering and Technology, Madurai District 625009",CS,COMPUTER SCIENCE AND ENGINEERING,Madurai,Private,OC,135.0,OC
2022,5988,"Theni Kammavar Sangam College of Technology, Theni Main Road, Koduvillarpatti Post, Theni District 625534",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Theni,Private,OC,136.5,OC
2022,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",CE,CIVIL ENGINEERING,Madurai,Private,OC,95.0,OC
2022,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",CS,COMPUTER SCIENCE AND ENGINEERING,Madurai,Private,OC,101.5,OC
2022,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",ME,MECHANICAL ENGINEERING,Madurai,Private,OC,142.0,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CM,COMPUTER SCIENCE AND ENGINEERING (SS),Chennai,Government,OC,193.5,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Chennai,Government,OC,191.5,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GI,GEO INFORMATICS,Chennai,Government,OC,172.0,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IM,INFORMATION TECHNOLOGY (SS),Chennai,Government,OC,185.0,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ME,MECHANICAL ENGINEERING,Chennai,Government,OC,197.5,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MI,MINING ENGINEERING,Chennai,Government,OC,157.5,OC
2023,1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MN,MANUFACTURING ENGINEERING,Chennai,Government,OC,171.5,OC
2023,1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),Villupuram Kakuppam Villupuram,Private,OC,118.5,OC
2023,1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,IT,INFORMATION TECHNOLOGY,Melpakkam Tindivanam Villupuram,Private,OC,137.5,OC
2023,1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,D Thatchur Arni Thiruvannamalai,Private,OC,132.0,OC
2023,1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,Post Kancheepuram,Private,OC,136.0,OC
2023,1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,CS,COMPUTER SCIENCE AND ENGINEERING,Aranvoyalkuppam Thiruvallur,Private,OC,139.5,OC
2023,1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,Ettai Gummidipoondi Thiruvallur,Private,OC,146.5,OC
2023,1133,Annai Veilankannis College of Engineering Gandhi Road Nedungundram Chennai 600048,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Chennai,Private,OC,115.5,OC
2023,1149,St. Joseph's Institute of Technology (Autonomous) Jeppiaar Nagar Old Mahabalipuram Road (OMR) Chennai 600119,CS,COMPUTER SCIENCE AND ENGINEERING,Chennai,Private,OC,152.5,OC
2023,1207,Kings Engineering College Sriperumpudur Taluk Kancheepuram District 602105,CS,COMPUTER SCIENCE AND ENGINEERING,Riperumpudur,Private,OC,145.5,OC
2023,1210,Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Chennai,Private,OC,126.5,OC
2023,1210,Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,CS,COMPUTER SCIENCE AND ENGINEERING,Chennai,Private,OC,118.0,OC
2023,1210,Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,IT,INFORMATION TECHNOLOGY,Chennai,Private,OC,118.0,OC
2023,1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AL,Artificial Intelligence and Machine Learning,Riperumpudur,Private,OC,130.0,OC
2023,1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,IT,INFORMATION TECHNOLOGY,Riperumpudur,Private,OC,150.5,OC
2023,1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,SC,Computer Science and Engineering (Cyber Security),Riperumpudur,Private,OC,130.0,OC
2023,1212,Rajiv Gandhi College of Engineering Nemili Sriperumpudur Taluk Kancheepuram District 602105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Riperumpudur,Private,OC,110.5,OC
2023,1216,Saveetha Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ME,MECHANICAL ENGINEERING,Riperumpudur,Private,OC,150.5,OC
2023,1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai- Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Riperumbudur,Private,OC,165.0,OC
2023,1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai- Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,ME,MECHANICAL ENGINEERING,Riperumbudur,Private,OC,138.0,OC
2023,1225,Loyola Institute of Technology Mevaloorkuppam B Village Palanchoor Nazarethpet Post Chennai 600123,CS,COMPUTER SCIENCE AND ENGINEERING,Chennai,Private,OC,118.5,OC
2023,1226,P T Lee Chengalvaraya Naicker College of Engineering and Technology Oovery Veliyur Post Kancheepuram District 631 502,CS,COMPUTER SCIENCE AND ENGINEERING,Overy Veliyur,Private,OC,143.5,OC
2023,1230,Apollo Engineering College Mevaloorkuppam Valarpuram Post Sriperumpudur Kancheepuram District 602105,CS,COMPUTER SCIENCE AND ENGINEERING,Post Sriperumpudur Kancheepuram,Private,OC,118.5,OC
2023,1237,Velammal Institute of Technology Chennai- Kolkatta Highway Panchetti Village Ponneri Taluk Thiruvallur District 601204,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Llage Ponneri,Private,OC,172.5,OC
2023,1241,T J S Engineering College Peruvoyal Near Kavaraipettai Gummidipoondi Taluk Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,Gummidipoondi,Private,OC,164.5,OC
2023,1304,Easwari Engineering College (Autonomous) Ramapuram Chennai 600089,RM,ROBOTICS AND AUTOMATION,Chennai,Private,OC,146.0,OC
2023,1309,Meenakshi Sundararajan Engineering College Kodambakkam Chennai 600024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Chennai,Private,OC,166.0,OC
2023,1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CS,COMPUTER SCIENCE AND ENGINEERING,Chengalpattu,Private,OC,199.0,OC
2023,1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Chengalpattu,Private,OC,172.5,OC
2023,1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Chengalpattu,Private,OC,175.5,OC
2023,1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,ME,MECHANICAL ENGINEERING,Chengalpattu,Private,OC,146.0,OC
2023,1317,St. Joseph's College of Engineering (Autonomous) Old Mahabalipuram Road (OMR) Chennai 600 119,ME,MECHANICAL ENGINEERING,Chennai,Private,OC,131.5,OC
2023,1321,Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET) Guindy Chennai 600032,PA,PLASTIC TECHNOLOGY,Chennai,Private,OC,150.5,OC
2023,1325,St. Joseph College of Engineering Trinity Campus Nemili Sriperumpudur Taluk Kancheepuram District 602105,ME,MECHANICAL ENGINEERING,Riperumpudur,Government,OC,175.5,OC
2023,1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur Chennai 600069,CS,COMPUTER SCIENCE AND ENGINEERING,Chennai,Private,OC,124.5,OC
2023,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,ME,MECHANICAL ENGINEERING,Chennai,Private,OC,163.5,OC
2023,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,MZ,Mechatronics Engineering,Chennai,Private,OC,139.5,OC
2023,1401,Adhiparasakthi Engineering College Melmaruvathur Chengalpattu District 603319,ME,MECHANICAL ENGINEERING,Lege Melmaruvathur Chengalpattu,Private,OC,120.5,OC
2023,1412,Mailam Engineering College Mailam Villupuram District 604304,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Ering College Mailam Villupuram,Private,OC,137.5,OC
2023,1414,Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,IT,INFORMATION TECHNOLOGY,Chennai,Private,OC,147.5,OC
2023,1419,Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,MU,MECHANICAL AND AUTOMATION ENGINEERING,Chennai,Private,OC,127.5,OC
2023,1421,V R S College of Engineering and Technology Arasur Villupuram District 607107,CS,COMPUTER SCIENCE AND ENGINEERING,Nd Technology Arasur Villupuram,Private,OC,116.5,OC
2023,1421,V R S College of Engineering and Technology Arasur Villupuram District 607107,ME,MECHANICAL ENGINEERING,Nd Technology Arasur Villupuram,Private,OC,131.0,OC
2023,1422,SRM Valliammai Engineering College (Autonomous) Kattankulathur Chennai 603203,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Chennai,Private,OC,124.0,OC
2023,1430,Maha Bharathi Engineering College A Vasudevanur Chinnasalem Kallakurichi District 606201,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Evanur Chinnasalem Kallakurichi,Private,OC,127.0,OC
2023,1437,Rrase College of Engineering Padappai Kancheepuram 601301,CS,COMPUTER SCIENCE AND ENGINEERING,Tamil Nadu,Private,OC,128.0,OC
2023,1437,Rrase College of Engineering Padappai Kancheepuram 601301,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Tamil Nadu,Private,OC,131.0,OC
2023,1441,A K T Memorial College of Engineering and Technology Neelamangalam Village Kallakurichi District 606202,IT,INFORMATION TECHNOLOGY,Lamangalam,Private,OC,130.0,OC
2023,1441,A K T Memorial College of Engineering and Technology Neelamangalam Village Kallakurichi District 606202,ME,MECHANICAL ENGINEERING,Lamangalam,Private,OC,112.5,OC
2023,1442,Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam- Mambakkam Road Ponmar Chennai 600127,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Chennai,Private,OC,166.0,OC
2023,1450,Loyola ICAM College of Engineering and Technology Loyola College Campus Nungambakkam Chennai 600034,IT,INFORMATION TECHNOLOGY,Chennai,Private,OC,162.5,OC
2023,1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Ing College Kaniyambadi Vellore,Private,OC,122.5,OC
2023,1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,CE,CIVIL ENGINEERING,E Vaniyambadi,Private,OC,130.5,OC
2023,1510,Priyadarshini Engineering College Vaniyambadi Post Thiruppattur District 635751,CS,COMPUTER SCIENCE AND ENGINEERING,E Vaniyambadi,Private,OC,156.5,OC
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,E Of Technology Bagayam Vellore,Government,OC,152.5,OC
2023,1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,E Of Technology Bagayam Vellore,Government,OC,159.0,OC
2023,1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,CS,COMPUTER SCIENCE AND ENGINEERING,Ology Vandavasi Thiruvannamalai,Private,OC,145.5,OC
2023,1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Nattrampalli,Private,OC,138.5,OC
2023,1519,Bharathidasan Engineering College Nattrampalli Post Thiruppathur District 635854,ME,MECHANICAL ENGINEERING,Nattrampalli,Private,OC,131.5,OC
2023,1525,Podhigai College of Engineering and Technology Vinayakapuram Adiyur Post Tirupattur District 635601,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Akapuram Adiyur,Private,OC,153.5,OC
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,FS,FOOD TECHNOLOGY (SS),Chennai,Government,OC,146.0,OC
2023,2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),Chennai,Government,OC,166.0,OC
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CE,CIVIL ENGINEERING,Coimbatore,Government,OC,174.5,OC
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Coimbatore,Government,OC,186.5,OC
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IB,INDUSTRIAL BIO TECHNOLOGY,Coimbatore,Government,OC,166.5,OC
2023,2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PR,PRODUCTION ENGINEERING,Coimbatore,Government,OC,170.0,OC
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CE,CIVIL ENGINEERING,Coimbatore,Private,OC,157.5,OC
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CM,COMPUTER SCIENCE AND ENGINEERING (SS),Coimbatore,Private,OC,195.0,OC
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FY,FASHION TECHNOLOGY (SS),Coimbatore,Private,OC,159.5,OC
2023,2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TX,TEXTILE TECHNOLOGY,Coimbatore,Private,OC,183.0,OC
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),Coimbatore,Private,OC,172.5,OC
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),Coimbatore,Private,OC,181.5,OC
2023,2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ME,MECHANICAL ENGINEERING,Coimbatore,Private,OC,189.0,OC
2023,2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Coimbatore,Government,OC,166.0,OC
2023,2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ME,MECHANICAL ENGINEERING,Coimbatore,Government,OC,160.5,OC
2023,2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Logy Morur Bit Ii,Private,OC,149.5,OC
2023,2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,CS,COMPUTER SCIENCE AND ENGINEERING,Logy Morur Bit Ii,Private,OC,148.5,OC
2023,2328,K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,ME,MECHANICAL ENGINEERING,Thokkavadi Namakkal,Private,OC,126.5,OC
2023,2329,Rathinam Technical Campus (Autonomous) Pollachi Road Eachanari Coimbatore District 641021,CS,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Private,OC,168.0,OC
2023,2342,Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,CS,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Private,OC,134.0,OC
2023,2342,Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,IT,INFORMATION TECHNOLOGY,Coimbatore,Private,OC,137.0,OC
2023,2346,Shree Sathyam College of Engineering and Technology NH-47 Manjakkalpatti Kuppanur Post Sankari Taluk Salem District 637301,ME,MECHANICAL ENGINEERING,Ppanur,Private,OC,138.0,OC
2023,2347,AVS College of Technology Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram Salem District 636106,ME,MECHANICAL ENGINEERING,Science Chinnagoundapuram Salem,Private,OC,128.0,OC
2023,2354,Pollachi Institute of Engineering and Technology Main Road Poosaripatti Pollachi Taluk Coimbatore District 642205,ME,MECHANICAL ENGINEERING,Coimbatore,Private,OC,138.0,OC
2023,2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,CS,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Private,OC,160.5,OC
2023,2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Private,OC,134.5,OC
2023,2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Coimbatore,Private,OC,125.5,OC
2023,2367,Arjun College of Technology Chettiyakkapalayam Kinathukadavu Coimbatore District 642120,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Coimbatore,Private,OC,139.0,OC
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CE,CIVIL ENGINEERING,Ng Chettikkarai,Government,OC,141.0,OC
2023,2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,ME,MECHANICAL ENGINEERING,Ng Chettikkarai,Government,OC,145.5,OC
2023,2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,Coimbatore,Private,OC,181.5,OC
2023,2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Coimbatore,Private,OC,176.0,OC
2023,2601,Adhiyamaan College of Engineering (Autonomous) Hosur Krishnagiri District 635109,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Hosur Krishnagiri,Private,OC,130.0,OC
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,CS,COMPUTER SCIENCE AND ENGINEERING,Bargur Krishnagiri,Government,OC,162.0,OC
2023,2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Bargur Krishnagiri,Government,OC,168.0,OC
2023,2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,CS,COMPUTER SCIENCE AND ENGINEERING,Thalavapalayam Karur,Private,OC,130.0,OC
2023,2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Thalavapalayam Karur,Private,OC,154.0,OC
2023,2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Thalavapalayam Karur,Private,OC,159.0,OC
2023,2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,ME,MECHANICAL ENGINEERING,Thalavapalayam Karur,Private,OC,145.5,OC
2023,2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Hirapuri Mallasamudram Namakkal,Private,OC,124.0,OC
2023,2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,ME,MECHANICAL ENGINEERING,Hirapuri Mallasamudram Namakkal,Private,OC,141.0,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,BT,BIO TECHNOLOGY,Rasipuram Namakkal,Private,OC,124.5,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,CS,COMPUTER SCIENCE AND ENGINEERING,Rasipuram Namakkal,Private,OC,141.5,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Rasipuram Namakkal,Private,OC,128.0,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Rasipuram Namakkal,Private,OC,121.0,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,IT,INFORMATION TECHNOLOGY,Rasipuram Namakkal,Private,OC,122.0,OC
2023,2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,ME,MECHANICAL ENGINEERING,Rasipuram Namakkal,Private,OC,120.5,OC
2023,2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,7 Pachal,Private,OC,118.5,OC
2023,2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,CS,COMPUTER SCIENCE AND ENGINEERING,7 Pachal,Private,OC,149.5,OC
2023,2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,IT,INFORMATION TECHNOLOGY,7 Pachal,Private,OC,126.5,OC
2023,2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,MZ,Mechatronics Engineering,7 Pachal,Private,OC,148.0,OC
2023,2613,K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,Tiruchengode Namakkal,Private,OC,148.0,OC
2023,2613,K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,ME,MECHANICAL ENGINEERING,Tiruchengode Namakkal,Private,OC,130.5,OC
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CE,CIVIL ENGINEERING,Karuppur Salem,Government,OC,161.0,OC
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,Karuppur Salem,Government,OC,168.0,OC
2023,2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ME,MECHANICAL ENGINEERING,Karuppur Salem,Government,OC,162.5,OC
2023,2617,Sengunthar Engineering College (Autonomous) Tiruchengode Namakkal District 637205,CS,COMPUTER SCIENCE AND ENGINEERING,Tiruchengode Namakkal,Private,OC,132.0,OC
