college_code,college_name,district,college_type,annual_fees
1212,Rajiv Gandhi College of Engineering Nemili Sriperumpudur Taluk Kancheepuram District 602105,Riperumpudur,Private,70000
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai- Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,Riperumbudur,Private,70000
1221,Jaya College of Engineering and Technology Parivakkam Poonamallee Chennai 600056,Chennai,Private,90000
1222,P B College of Engineering Irungkattukottai Sriperumpudur Taluk Kancheepuram District 602117,Riperumpudur,Private,70000
1225,Loyola Institute of Technology Mevaloorkuppam B Village Palanchoor Nazarethpet Post Chennai 600123,Chennai,Private,90000
1237,Velammal Institute of Technology Chennai- Kolkatta Highway Panchetti Village Ponneri Taluk Thiruvallur District 601204,Llage Ponneri,Private,70000
1243,Madha Institute of Engineering and Technology Erandamkattalai Village Sadhananthapuram Thandalam Post Chennai 602101,Chennai,Private,90000
1309,Meenakshi Sundararajan Engineering College Kodambakkam Chennai 600024,Chennai,Private,90000
1317,St. Joseph's College of Engineering (Autonomous) Old Mahabalipuram Road (OMR) Chennai 600 119,Chennai,Private,90000
1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur Chennai 600069,Chennai,Private,90000
1408,I F E T College of Engineering (Autonomous) Gangarampalayam Villupuram District 605108,Gangarampalayam Villupuram,Private,70000
1437,Rrase College of Engineering Padappai Kancheepuram 601301,Tamil Nadu,Private,70000
1442,Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam- Mambakkam Road Ponmar Chennai 600127,Chennai,Private,90000
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,Ing College Kaniyambadi Vellore,Private,70000
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,Chennai,Private,90000
1526,Sri Krishna College of Engineering Tiruttani High Road Arakkonam Ranipet District 631003,Ani High Road Arakkonam Ranipet,Private,70000
1529,Oxford College of Engineering Venmani Village Karaipoondi Post Polur Taluk Thiruvannamalai District 606803,Ost Polur,Private,70000
2332,Aishwarya College of Engineering and Technology Errattaikaradu Paruvachi Post Anthiyur (Via) Bhavani Taluk Erode District 638312,Bhavani,Private,70000
2354,Pollachi Institute of Engineering and Technology Main Road Poosaripatti Pollachi Taluk Coimbatore District 642205,Coimbatore,Private,90000
2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,Coimbatore,Private,90000
2367,Arjun College of Technology Chettiyakkapalayam Kinathukadavu Coimbatore District 642120,Coimbatore,Private,90000
2601,Adhiyamaan College of Engineering (Autonomous) Hosur Krishnagiri District 635109,Hosur Krishnagiri,Private,70000
2621,Er. Perumal Manimekalai College of Engineering (Autonomous) Near Koneripalli Hosur Krishnagiri District 635117,R Koneripalli Hosur Krishnagiri,Private,70000
2622,V S B Engineering College(Autonomous) Kovai Road Karur District 639111,Kovai Road Karur,Private,70000
2628,Paavai College of Engineering NH-7 Pachal Post Namakkal District 637018,7 Pachal,Private,70000
2673,Sree Sakthi Engineering College Bettathapuram Bilichi Village Karamadai Coimbatore District 641104,Coimbatore,Private,90000
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,Coimbatore,Private,90000
2734,SNS College of Engineering (Autonomous) Sathy Main Road Kurumbapalayam Post Coimbatore District 641107,Coimbatore,Private,90000
2744,Adithya Institute of Technology Kurumbapalayam Village Coimbatore District 641107,Coimbatore,Private,90000
2755,Nehru Institute of Technology (Autonomous) Thirumalayampalayam Post Coimbatore District 641105,Coimbatore,Private,90000
2763,Akshaya College of Engineering and Technology Kinathukadavu Coimbatore District 642109,Coimbatore,Private,90000
2769,J C T College of Engineering and Technology Pichanur Coimbatore District 641105,Coimbatore,Private,90000
3701,K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,Chanallur,Private,70000
3782,OASYS Institute of Technology Pulivalam Village Musiri Taluk Tiruchirappalli District 621006,Ge Musiri,Private,70000
3795,SRM TRP Engineering College Irungalur Manachanallur Taluk Tiruchirappalli District 621105,Chanallur,Private,70000
3803,Anjalai Ammal Mahalingam Engineering College Kovilvenni Thiruvarur District 614403,G College Kovilvenni Thiruvarur,Private,70000
3812,Mookambigai College of Engineering Keeranur Pudukkottai District 622502,Ngineering Keeranur Pudukkottai,Private,70000
3830,K Ramakrishnan College of Engineering (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,Chanallur,Private,70000
3841,CARE College of Engineering Thayanoor Village Kuttappatti Srirangam Taluk Tiruchirappalli District 620009,Srirangam,Private,70000
3845,Imayam College of Engineering Kannanur Thuraiyur Tiruchirappalli District 621206,Nanur Thuraiyur Tiruchirappalli,Private,70000
4676,Renganayagi Varatharaj College of Engineering Salvarpatti Sivakasi Virudhunagar District 626128,Lvarpatti Sivakasi Virudhunagar,Private,70000
4927,Maria College of Engineering and Technology Attoor Puliyamoodu Junction Thiruvattar Post Kanyakumari District 629177,On Thiruvattar,Private,70000
4931,Grace College of Engineering Chandy Nagar Mullakkadu Thoothukudi District 628005,Dy Nagar Mullakkadu Thoothukudi,Private,70000
4938,Sivaji College of Engineering and Technology Manivilla Palulai Panchayat Vilavancode Kanyakumari District 629171,Nchayat Vilavancode Kanyakumari,Private,70000
4956,Jayamatha Engineering College Aralvaimozhi Kanyakumari District,Ollege Aralvaimozhi Kanyakumari,Private,70000
4959,Kamaraj College of Engineering and Technology (Autonomous) Virudhunagar District 626001,Virudhunagar,Private,70000
4966,PET Engineering College Vallioor Post Tirunelveli District 627117,Llege Vallioor,Private,70000
4976,Infant Jesus College of Engineering Thoothukudi Highway (NH7/A) Thoothukudi District 628851,Thoothukudi,Private,70000
4983,Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post Kanyakumari District 629402,Apuram Thoppur,Private,70000
4986,"Noorul Islam College of Engineering and Technology, No.10/47, Haji Manzil Main Road, Thuckalay, Kanyakumari 629175",Kanyakumari,Private,70000
5012,Central Electrochemical Research Institute CECRI) Karaikudi Sivagangai District 630006,Karaikudi Sivagangai,Private,70000
5912,Pandian Saraswathi Yadav Engineering College Thirumansolai Post Sivagangai District 630 561,E Thirumansolai,Private,70000
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai- 602024.",Tiruvallur,Private,70000
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",Tamil Nadu,Private,70000
1232,"ARM College of Engineering and Technology, Sattamangalam,Maraimalainagar Post, Chengalpattu Taluk, Kanchipuram Dist-603209.",Chengalpattu,Private,70000
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",Kancheepuram,Private,70000
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",Chennai,Private,90000
1402,"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204.",Villupuram,Private,70000
1444,"R.M.Engineering College (formerly Chendu College of Engineering and Technology), Zamin Endathur Village, Madurantakam, Kanchipuram- 603311.",Tamil Nadu,Private,70000
1452,"PERI Institute of Technology (Autonomous), Mannivakkam,Tambaram, Kancheepuram, Chennai-600048.",Chennai,Private,90000
1511,"RANIPPETTAI ENGINEERING COLLEGE, THENKADAPPANTHANGAL, VELLORE DISTRICT 632513",Vellore,Private,70000
1512,"S.K.P. Engineering College, Chinnkangiyanur, Somasipadi Post, Tiruvannamalai District- 606611.",Tiruvannamalai,Private,70000
2343,Indian Institute of Handloom Technology Foulke's Compound Thillai Nagar Salem District 636001,S Compound Thillai Nagar Salem,Private,70000
2349,"Dhaanish Ahmed Institute of Technology, Pitchanur Village, Coimbatore-641018.",Coimbatore,Private,90000
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur,Coimbatore- 641659.",Coimbatore,Private,90000
2717,"Sasurie College of Engineering, Vijayamangalam, Tirupur District-638056.",Tirupur,Private,70000
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",Coimbatore,Private,90000
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",Namakkal,Private,70000
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",Tiruchirappalli,Private,90000
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",Tiruchirappalli,Private,90000
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli- 620012.",Madurai,Private,90000
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",Thanjavur,Private,70000
3848,"Vandayar Engineering College, Pulavarnatham (Post), Mariammankovil (via), Nagai Main Road, Thanjavur-613501.",Thanjavur,Private,70000
3908,"Mount Zion College of Engineering and Technology, Lena vilakku, Pilivalam Post, Pudukkottai-622507.",Pudukkottai,Private,70000
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",Kanyakumari,Private,70000
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",Tirunelveli,Private,70000
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",Madurai,Private,90000
